ami_,failure_scenarios,description,relevant_vulnerabilities,impacts,potential_mitigations,nist_csf_subcategory,domain,source_file,scenario_raw,scenario_id,csf_subcategory,nist_function,der_,dgm_
,,,,I4C) Equipment firmware changes may create the need for equipment servicing that can be costly and time consuming,"M4C) Generate alarms for any serious anomalies, such as connection changes and
device configuration changes,","DE.AE-5: Incident alert thresholds are established
DE.CM-1: The network is monitored to detect potential cybersecurity events
PR.IP-3: Configuration change control processes are in place",DGM,dgm.csv,,359,"DE.AE-5: Incident alert thresholds are established
DE.CM-1: The network is monitored to detect potential cybersecurity events
PR.IP-3: Configuration change control processes are in place",DE,,
,,,,"I4D) Possible lack of monitoring capabilities reduces situational awareness, inhibits a
utility’s ability to react proactively, and could increase the number and duration of
failures",M4D) Maintain patches for all substation communication equipment,"PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g. concept of least functionality)
PR.IP-3: Configuration change control processes are in place",DGM,dgm.csv,,360,"PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g. concept of least functionality)
PR.IP-3: Configuration change control processes are in place",PR,,
,,,,,M4E) Maintain anti-virus on substation equipment,DE.CM-4: Malicious code is detected,DGM,dgm.csv,,361,DE.CM-4: Malicious code is detected,DE,,
,,,,,M4F) Require application whitelisting on substation equipmen,PR.PT-3: The principle of least functionality is incorporated by configuring systems to provide only essential capabilities,DGM,dgm.csv,,362,PR.PT-3: The principle of least functionality is incorporated by configuring systems to provide only essential capabilities,PR,,
,,,,,M4G) Authenticate users in the substation network (possibly two factor authentication),"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)",DGM,dgm.csv,,363,"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)",PR,,
,,,,,M4H) Require VPNs in the substation network,"PR.AC-3: Remote access is managed
PR.PT-4: Communications and control networks are protected",DGM,dgm.csv,,364,"PR.AC-3: Remote access is managed
PR.PT-4: Communications and control networks are protected",PR,,
,Remote Access Used to Compromise DMS,"A threat agent compromises distribution management system (DMS) functionality through remote access modification of executable programs and libraries,
rendering the DMS inoperable",V5A) System permits unauthorized changes to software files,"I5A) Reduced situational awareness and impaired ability to react to fluctuations in
load and apply controlled remedies",M5A) Maintain patches on DMS systems,"PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g. concept of least functionality)
PR.IP-3: Configuration change control processes are in place",DGM,dgm.csv,,365,"PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g. concept of least functionality)
PR.IP-3: Configuration change control processes are in place",PR,,5.0
,,,V5B) Software patches are not checked regularly to ensure that they are current,I5B) Possible increase in outage durations,M5B) Create audit log of all program changes and updates,"PR.PT-1: Audit/log records are determined, documented, implemented, and reviewed in accordance with policy
PR.IP-3: Configuration change control processes are in place",DGM,dgm.csv,,366,"PR.PT-1: Audit/log records are determined, documented, implemented, and reviewed in accordance with policy
PR.IP-3: Configuration change control processes are in place",PR,,
,,,V5C) Remote access may be obtained by unauthorized individuals* to DMS systems,I5C) Decrease in operational efficiency and increase in utility power losses,"M5C) Detect abnormal behavior of voltage on feeders via selected AMI meters or
alternative devices that provide redundant information","DE.CM-1: The network is monitored to detect potential cybersecurity events
DE.AE-3: Event data are collected and correlated from multiple sources and sensors",DGM,dgm.csv,,367,"DE.CM-1: The network is monitored to detect potential cybersecurity events
DE.AE-3: Event data are collected and correlated from multiple sources and sensors",DE,,
,,,V5D) System relies on credentials that are easy to obtain for access to systems,I5D) Decrease in service reliability,"M5D) Check software file integrity (digital signatures) for driver installation,","PR.DS-6: Integrity checking mechanisms are used to verify software, firmware, and information integrity",DGM,dgm.csv,,368,"PR.DS-6: Integrity checking mechanisms are used to verify software, firmware, and information integrity",PR,,
,,,,I5E) Decrease in customer satisfaction,M5E) Require intrusion detection and prevention on DMS hosts,"DE.DP-2: Detection activities comply with all applicable requirements
",DGM,dgm.csv,,369,"DE.DP-2: Detection activities comply with all applicable requirements
",DE,,
,,,,,"M5F) Implement configuration management for all software updates including patches
and firmware updates","PR.IP-3: Configuration change control processes are in place
PR.MA-1: Maintenance and repair of organizational assets are performed and logged, with approved and controlled tools
PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g. concept of least functionality)",DGM,dgm.csv,,370,"PR.IP-3: Configuration change control processes are in place
PR.MA-1: Maintenance and repair of organizational assets are performed and logged, with approved and controlled tools
PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g. concept of least functionality)",PR,,
,,,,,M5G) Maintain anti-virus on DMS hosts,DE.CM-4: Malicious code is detected,DGM,dgm.csv,,371,DE.CM-4: Malicious code is detected,DE,,
,,,,,M5H) Require application whitelisting on DMS hosts,PR.PT-3: The principle of least functionality is incorporated by configuring systems to provide only essential capabilities,DGM,dgm.csv,,372,PR.PT-3: The principle of least functionality is incorporated by configuring systems to provide only essential capabilities,PR,,
,,,,,M5I) Use Role-Based Access Control to limit privileges to modify software files,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties",DGM,dgm.csv,,373,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties",PR,,
,,,,,M5J) Require backup of DMS when primary DMS is inoperable,"PR.PT-5: Mechanisms (e.g., failsafe, load balancing, hot swap) are implemented to achieve resilience requirements in normal and adverse situations
ID.BE-5: Resilience requirements to support delivery of critical services are established for all operating states (e.g. under duress/attack, during recovery, normal operations)",DGM,dgm.csv,,374,"PR.PT-5: Mechanisms (e.g., failsafe, load balancing, hot swap) are implemented to achieve resilience requirements in normal and adverse situations
ID.BE-5: Resilience requirements to support delivery of critical services are established for all operating states (e.g. under duress/attack, during recovery, normal operations)",PR,,
,Spoofed Substation Field Devices Influence Automated Responses,Threat agent spoofs data inputs from field devices at substations and below to cause the DMS to report a false system state. This could cause operator or automated responses that are inappropriate,V6A) System permits messages to be modified by unauthorized individuals in the communications between field devices and the DMS,"I6A) Inappropriate fault-clearing actions, feeder sectionalization, and overuse of remedial capabilities leading to loss of power to customers",M6A) Authenticate messages in communication from field devices to control centers,"PR.DS-2: Data-in-transit is protected
PR.DS-6: Integrity checking mechanisms are used to verify software, firmware, and information integrity",DGM,dgm.csv,,375,"PR.DS-2: Data-in-transit is protected
PR.DS-6: Integrity checking mechanisms are used to verify software, firmware, and information integrity",PR,,6.0
,,,V6B) Message modified by an adversary is either difficult or infeasible to distinguish from a valid message in the communications between field devices and the DMS,"I6B) Volt/VAR controls are wrongly applied or adjusted based on erroneous data, possibly triggering over/under voltage trips","M6B) Detect unusual patterns of inputs that could indicate they are not trustworthy, by comparing inputs to each other and previous inputs","DE.CM-1: The network is monitored to detect potential cybersecurity events
DE.AE-3: Event data are collected and correlated from multiple sources and sensors",DGM,dgm.csv,,376,"DE.CM-1: The network is monitored to detect potential cybersecurity events
DE.AE-3: Event data are collected and correlated from multiple sources and sensors",DE,,
,,,V6C) System makes messages accessible to unauthorized individuals,"I6C) Collected meter data is incorrect or inaccurate, leading to possible loss in revenue",M6C) Restrict communication access,"PR.PT-4: Communications and control networks are protected
PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties",DGM,dgm.csv,,377,"PR.PT-4: Communications and control networks are protected
PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties",PR,,
,,,,,M6D) Encrypt communication paths,"PR.PT-4: Communications and control networks are protected
PR.DS-2: Data-in-transit is protected",DGM,dgm.csv,,378,"PR.PT-4: Communications and control networks are protected
PR.DS-2: Data-in-transit is protected",PR,,
,QoS Spoofed to Create Denial of Service for DGM Communications,"Assuming the same communications system serves DGM, DR, AMI, and many other services at the distribution level, a Quality of Service (QoS) allocation of bandwidth is necessary. QoS can be spoofed and if end device classifications are trusted, a threat agent can escalate the priority of malevolent data streams. If denial of service is the goal, the threat agent could spoof the QoS of flooded ICMP packets to prevent the transmission and reception of monitoring and control packets",V7A) System assumes data inputs and resulting calculations are accurate for QoS mechanisms that rely on devices to report their own classification,"I7A) An end device could cause a denial of service to critical applications such as control of feeder sectionalizers and capacitor banks. In combination with a volatile electrical grid situation, this could lead to power failures",M7A) Profile equipment (end devices) based on their association with ports and traffic,DE.AE-1: A baseline of network operations and expected data flows for users and systems is established and managed,DGM,dgm.csv,,379,DE.AE-1: A baseline of network operations and expected data flows for users and systems is established and managed,DE,,7.0
,,,V7B) Network interfaces permit unnecessary traffic flows to communication networks,I7B) Reduced situational awareness and impaired ability to react to fluctuations in load and apply controlled remedies such as switching capacitor banks and triggering voltage regulators. This could cause voltage adjustment inefficiencies resulting in voltage sags and swells that can trigger unwanted over and under voltage trips on feeders or in substations,M7B) Design for trust by analysis of equipment profiles,PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g. concept of least functionality),DGM,dgm.csv,,380,PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g. concept of least functionality),PR,,
,,,,"I7C) Extreme or long-duration voltage and frequency instability can damage customer
or utility equipment",M7C) Restrict network access to the control system network,"PR.AC-5: Network integrity is protected (e.g., network segregation, network segmentation)
PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties",DGM,dgm.csv,,381,"PR.AC-5: Network integrity is protected (e.g., network segregation, network segmentation)
PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties",PR,,
,,,,"I7D) Denial of service in wireless communications between pilot protection relays can impede differential protection schemes, possibly leading to equipment damage in substations or feeders during fault conditions",M7D) Encrypt communication paths to prevent spoofing,"PR.PT-4: Communications and control networks are protected
PR.DS-2: Data-in-transit is protected",DGM,dgm.csv,,382,"PR.PT-4: Communications and control networks are protected
PR.DS-2: Data-in-transit is protected",PR,,
,,,,,M7E) Authenticate users to prevent spoofing,"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)",DGM,dgm.csv,,383,"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)",PR,,
,Supply Chain Vulnerabilities Used to Compromise DGM Equipment,"Lifecycle attacks against equipment during development, production, shipping, and maintenance can introduce deliberate errors that will result in failure under special conditions. For example, a threat agent might upload modified firmware in a relay during production that introduces a back door for changing relay settings and set
points. This could render the relay inoperable or cause it to operate unexpectedly",V8A) System permits unauthorized changes during software/firmware development,"I8A) Any ill effect, including the most severe, is possible using this mechanism",M8A) Require spares for critical components,"PR.DS-4: Adequate capacity to ensure availability is maintained


",DGM,dgm.csv,,384,"PR.DS-4: Adequate capacity to ensure availability is maintained


",PR,,8.0
,,,"V8B) System permits unauthorized changes to software/firmware at suppliers of equipment, maintenance, and transportation",,M8B) Implement configuration management for developers of equipment,"PR.IP-3: Configuration change control processes are in place
",DGM,dgm.csv,,385,"PR.IP-3: Configuration change control processes are in place
",PR,,
,,,"V8C) System permits unauthorized changes to software/firmware by utility employees
with access to modify field equipment",,"M8C) Verify personnel, including developers of equipment, utility employees, and contract maintenance personnel through thorough employee background checks","PR.IP-11: Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)",DGM,dgm.csv,,386,"PR.IP-11: Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)",PR,,
,,,,,M8D) Conduct code reviews on DMS systems,PR.IP-2: A System Development Life Cycle to manage systems is implemented,DGM,dgm.csv,,387,PR.IP-2: A System Development Life Cycle to manage systems is implemented,PR,,
,,,,,M8E) Vulnerability scan before installation of the code base,"PR.IP-2: A System Development Life Cycle to manage systems is implemented
DE.CM-8: Vulnerability scans are performed",DGM,dgm.csv,,388,"PR.IP-2: A System Development Life Cycle to manage systems is implemented
DE.CM-8: Vulnerability scans are performed",PR,,
,,,,,M8F) Create audit log of all code changes,"PR.IP-3: Configuration change control processes are in place
PR.PT-1: Audit/log records are determined, documented, implemented, and reviewed in accordance with policy
",DGM,dgm.csv,,389,"PR.IP-3: Configuration change control processes are in place
PR.PT-1: Audit/log records are determined, documented, implemented, and reviewed in accordance with policy
",PR,,
,,,,,M8G) Restrict access to software/firmware during development,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties
PR.DS-7: The development and testing environment(s) are separate from the production environment",DGM,dgm.csv,,390,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties
PR.DS-7: The development and testing environment(s) are separate from the production environment",PR,,
,,,,,"M8H) Confirm action taken by contract maintenance personnel that modifies
equipment","PR.MA-1: Maintenance and repair of organizational assets are performed and logged, with approved and controlled tools
PR.IP-3: Configuration change control processes are in place",DGM,dgm.csv,,391,"PR.MA-1: Maintenance and repair of organizational assets are performed and logged, with approved and controlled tools
PR.IP-3: Configuration change control processes are in place",PR,,
,,,,,M8I) Enforce least privilege for utility employees for access to modify field equipment,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties",DGM,dgm.csv,,392,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties",PR,,
,,,,,M8J) Design for trust by introducing the concept of devices of varying degrees of trust along with associated certifications for their associated supply chains,"ID.SC-2: Suppliers and third party partners of information systems, components, and services are identified, prioritized, and assessed using a cyber supply chain risk assessment process
PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g. concept of least functionality) 
",DGM,dgm.csv,,393,"ID.SC-2: Suppliers and third party partners of information systems, components, and services are identified, prioritized, and assessed using a cyber supply chain risk assessment process
PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g. concept of least functionality) 
",ID,,
,Weakened Security during Disaster enables DGM Compromise,"A threat agent could take advantage of the confusion, lack of security, and hasty reconstitution of the distribution grid after a disaster. For example, a threat agent could delay the recovery effort by leveraging temporary communications with low security to access DMS to switch breakers. Likewise this objective could be achieved by subverting weak physical security at substations (due to damage or communication outages) to access engineering or console ports or relays to change settings and render them inoperable. Further, the interception of temporary communications with low security might support reconnaissance of high priority vulnerabilities to aid in future attacks","V9A) Emergency response policy, procedures, or execution intentionally disregards security controls to speed recovery","I9A) Delay, damage, disruption, or denial of the recovery effort",M9A) Implement configuration management of the DGM systems before and after disasters,"PR.IP-3: Configuration change control processes are in place



",DGM,dgm.csv,,394,"PR.IP-3: Configuration change control processes are in place



",PR,,9.0
,,,V9B) Emergency response procedures unintentionally omit security controls either in the procedures themselves or during their execution,"I9B) Damage, disruption, or destruction of a system or components long after the disaster recovery",M9B) Define policy for emergency response that ensure security during a recovery effort,PR.IP-9: Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed,DGM,dgm.csv,,395,PR.IP-9: Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed,PR,,
,,,,"I9C) Theft of historian, configuration, or customer information that could support future
attacks",M9C) Prioritize recovery activities for physical security including personnel authentication and access control during the recovery effort,"ID.BE-5: Resilience requirements to support delivery of critical services are established for all operating states (e.g. under duress/attack, during recovery, normal operations)
PR.AC-2: Physical access to assets is managed and protected",DGM,dgm.csv,,396,"ID.BE-5: Resilience requirements to support delivery of critical services are established for all operating states (e.g. under duress/attack, during recovery, normal operations)
PR.AC-2: Physical access to assets is managed and protected",ID,,
,,,,,"M9D) Review recovery response after the disaster to verify repairs, configurations, and
changes are correct","RC.IM-1: Recovery plans incorporate lessons learned
PR.IP-9: Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed",DGM,dgm.csv,,397,"RC.IM-1: Recovery plans incorporate lessons learned
PR.IP-9: Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed",RC,,
,,,,,M9D) Verify correct operation on the DGM systems before deployment.,PR.DS-8: Integrity checking mechanisms are used to verify hardware integrity,DGM,dgm.csv,,398,PR.DS-8: Integrity checking mechanisms are used to verify hardware integrity,PR,,
,Switched Capacitor Banks are Manipulated to Degrade Power Quality,"Switched capacitor banks can create large switching transients when connected to a utility feeder, generating voltage spikes up to twice the rated voltage and can be exacerbated when two are switched on back-to-back. A threat agent social engineers DMS Human Machine Interface (HMI) passwords to gain control of switched capacitor bank relays to repeatedly switch capacitor banks on and off, generating cascading voltage spikes and instability to trip protection devices","V10A) Workforce may be unaware of recommended precautions to block social engineering attacks, such as impersonating persons of authority, phishing and rogue USB devices",I10A) Repeated voltage spikes may damage customer or utility equipment,"M10A) Train personnel on the threat of social engineering attacks and perform social
engineering exercises (such as company generated phishing emails or rogue USB drives) to engage employees","PR.AT-1: All users are informed and trained 
",DGM,dgm.csv,,399,"PR.AT-1: All users are informed and trained 
",PR,,10.0
,,,V10B) Physical access may be obtained by unauthorized individuals to DMS,I10B) Possible loss of customer power due to false operation of protective devices,"M10B) Require synchronous functions for closing control, surge arrestors, or preinsertion resistors to minimize capacitor bank switching transients","ID.BE-4: Dependencies and critical functions for delivery of critical services are established
PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g. concept of least functionality)",DGM,dgm.csv,,400,"ID.BE-4: Dependencies and critical functions for delivery of critical services are established
PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g. concept of least functionality)",ID,,
,,,V10C) Users and hardware/software entities are given access unnecessary for their roles to critical DMS functions,,M10C) Restrict physical access to engineering consoles and HMIs,PR.AC-2: Physical access to assets is managed and protected,DGM,dgm.csv,,401,PR.AC-2: Physical access to assets is managed and protected,PR,,
,,,V10D) Insiders with high potential for criminal or malicious behavior have access to critical functions or sensitive data in the DMS system,,M10D) Enforce least privilege for access to critical DMS functions,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties",DGM,dgm.csv,,402,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties",PR,,
,,,,,M10E) Verify personnel that have access to critical DMS functions,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties",DGM,dgm.csv,,403,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties",PR,,
,,,,,M10F) Require single sign-on practices,"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)",DGM,dgm.csv,,404,"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)",PR,,
,Threat Agent Triggers Blackout via Remote Access to Distribution System,"A threat agent performs reconnaissance of utility communications, electrical infrastructure, and ancillary systems to identify critical feeders and electrical equipment. Threat agent gains access to selected elements of the utility DMS system - which includes all distribution automation systems and equipment in control rooms substations, and on pole tops - via remote connections. After gaining the required access, the threat agent manufactures an artificial cascade through sequential tripping of select critical feeders and components, causing automated tripping of generation sources due to power and voltage fluctuations. A blackout of varying degree and potential equipment damage ensues. The remote connections might be established using a variety of methods or combination of methods. These include, but are not limited to, using a lost, stolen, or acquired utility linemen’s laptop to access the DMS directly; compromising an active remote maintenance connection used for vendor DMS application maintenance; taking advantage of an accidental bridged connection to the internet due to DMS misconfiguration; or subverting distribution control communications directly","V11A) Physical access to mobile devices may enable logical access to business functions by unauthorized individuals,* specifically linemen and maintenance
personnel company laptops used for remote connections",I11A) Loss of customer power,M11A) Require strong passwords with complexity requirements for company devices and systems,"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)",DGM,dgm.csv,,405,"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)",PR,,11.0
,,,V11B) System relies on credentials that are easy to obtain for access to company computers,I11A) Disclosure of proprietary utility documents or information,M11B) Train personnel to protect company information and documents from unauthorized disclosure,PR.AT-1: All users are informed and trained ,DGM,dgm.csv,,406,PR.AT-1: All users are informed and trained ,PR,,
,,,"V11C) Physical access may be obtained by unauthorized individuals to proprietary utility
documents and information",I11A) Possible customer and utility equipment damage,"M11C) Define policy on handling sensitive information. This includes substation one-line
diagrams, equipment information, communication architectures, protection
schemes, load profiles, etc.","ID.GV-1: Organizational cybersecurity policy is established and communicated
PR.DS-5: Protections against data leaks are implemented",DGM,dgm.csv,,407,"ID.GV-1: Organizational cybersecurity policy is established and communicated
PR.DS-5: Protections against data leaks are implemented",ID,,
,,,"V11D) Configuration changes are not verified for correctness to prevent and detect human error in data center configuration (e.g., Ethernet cable plugged into wrong port)",,"M11D) Train personnel (operations and maintenance employees) to handle and protect
company computing devices securely, incorporating two-factor authentication,
requirements on storing devices, and reporting instructions in cases of loss or theft",PR.AT-1: All users are informed and trained ,DGM,dgm.csv,,408,PR.AT-1: All users are informed and trained ,PR,,
,,,V11E) System permits unauthorized changes by allowing remote access for vendors to do application maintenance and troubleshooting,,M11E) Create audit log of all changes in HMI control actions,"PR.PT-1: Audit/log records are determined, documented, implemented, and reviewed in accordance with policy
",DGM,dgm.csv,,409,"PR.PT-1: Audit/log records are determined, documented, implemented, and reviewed in accordance with policy
",PR,,
,,,V11F) System makes messages accessible to unauthorized individuals in the distribution control communication channel,,"M11F) Restrict remote access of vendor connections (e.g., physically disconnect remote
connections when not in use)","PR.MA-2: Remote maintenance of organizational assets is approved, logged, and performed in a manner that prevents unauthorized access
PR.AC-3: Remote access is managed",DGM,dgm.csv,,410,"PR.MA-2: Remote maintenance of organizational assets is approved, logged, and performed in a manner that prevents unauthorized access
PR.AC-3: Remote access is managed",PR,,
,,,"V11G) System design limits opportunity for system recovery using reconfiguration such as distribution networks that are more radial in nature than meshed, making network reconfiguration to restore power more difficult",,M11G) Encrypt communication paths for distribution control communications,"PR.PT-4: Communications and control networks are protected
PR.DS-2: Data-in-transit is protected


",DGM,dgm.csv,,411,"PR.PT-4: Communications and control networks are protected
PR.DS-2: Data-in-transit is protected


",PR,,
,,,,,M11H) Require two-person rule for to verify correct DMS configuration,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties
PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g. concept of least functionality)",DGM,dgm.csv,,412,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties
PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g. concept of least functionality)",PR,,
,,,,,M11I) Implement configuration management for configuration documents,PR.IP-3: Configuration change control processes are in place,DGM,dgm.csv,,413,PR.IP-3: Configuration change control processes are in place,PR,,
,,,,,M11J) Confirm action to modify data center physical configuration,PR.IP-3: Configuration change control processes are in place,DGM,dgm.csv,,414,PR.IP-3: Configuration change control processes are in place,PR,,
,,,,,"M11K) Isolate networks (distribution control networks) by segmenting the distribution
control network itself","PR.AC-5: Network integrity is protected (e.g., network segregation, network segmentation)",DGM,dgm.csv,,415,"PR.AC-5: Network integrity is protected (e.g., network segregation, network segmentation)",PR,,
,Hijacked Substation Wireless Damages Substation Equipment,"A threat agent carries out a man in the middle attack, hijacking the wireless communications channel to a substation transformer. The threat agent uses this capability to disable transformer cooling fans and overheat the device. Depending on the transformer and its controller, this could be done through a direct command or by drastically increasing oil temperature setpoints. Many transformers are also custom built and have long lead times for replacement or repair",V12A) System relies on credentials that are easy to obtain for access between the transformer and the substation controller,I12A) Loss of customer power,M12A) Authenticate users of wireless communications,"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)",DGM,dgm.csv,,416,"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)",PR,,12.0
,,,"V12B) System makes messages accessible to unauthorized individuals in the wireless
communication channel",I12A) Damage to critical substation equipment,M12B) Encrypt communications paths for wireless communications,"PR.PT-4: Communications and control networks are protected
PR.DS-2: Data-in-transit is protected",DGM,dgm.csv,,417,"PR.PT-4: Communications and control networks are protected
PR.DS-2: Data-in-transit is protected",PR,,
,,,"V12C) Emergency situations may not have the appropriate replacement equipment, some of which require long lead times for repair or replacement (custom built transformers)",I12A) Monetary loss,M12C) Design for trust by replacing wireless communications with wired ones,"PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g. concept of least functionality)
PR.PT-4: Communications and control networks are protected",DGM,dgm.csv,,418,"PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g. concept of least functionality)
PR.PT-4: Communications and control networks are protected",PR,,
,,,,,M12D) Create audit log of all changes in control functions and set points,"PR.PT-1: Audit/log records are determined, documented, implemented, and reviewed in accordance with policy",DGM,dgm.csv,,419,"PR.PT-1: Audit/log records are determined, documented, implemented, and reviewed in accordance with policy",PR,,
,,,,,M12E) Generate alerts for unusual changes in control functions and set points,"DE.AE-5: Incident alert thresholds are established
DE.CM-1: The network is monitored to detect potential cybersecurity events",DGM,dgm.csv,,420,"DE.AE-5: Incident alert thresholds are established
DE.CM-1: The network is monitored to detect potential cybersecurity events",DE,,
,Poor Account Management Compromises DMS and Causes Power Loss,"After a maintenance employee retires, computer services personnel forgot to deactivate the employees account on the DMS network. A week later, a threat agent uses the employee’s credentials to access the DMS network. The threat agent alters DMS switching schedules so that automated and manual switching actions trip the wrong lines after a fault or before maintenance to cause power interruptions for critical loads, such as hospitals or prisons",V13A) Workforce not trained in proper procedures to check for human error in account management,I13A) Loss of critical customer power,M13A) Require credential revocation in a timely manner for passwords of former employees,"PR.AC-1: Identities and credentials are issued, managed, verified, revoked, and audited for authorized devices, users and processes",DGM,dgm.csv,,421,"PR.AC-1: Identities and credentials are issued, managed, verified, revoked, and audited for authorized devices, users and processes",PR,,13.0
,,,V13B) Adherence to policies and procedures degrades over time introducing human error in account management,I13A) Possible loss of human lives,M13B) Perform audit of live accounts periodically to verify and encourage adherence to procedures,"PR.AC-1: Identities and credentials are issued, managed, verified, revoked, and audited for authorized devices, users and processes",DGM,dgm.csv,,422,"PR.AC-1: Identities and credentials are issued, managed, verified, revoked, and audited for authorized devices, users and processes",PR,,
,,,V13C) Human error in adherence to policies and procedures to check for human error in account management,I13A) Negative publicity,M13C) Generate alarms for loss of power to ensure timely restoration of power,"DE.AE-5: Incident alert thresholds are established
DE.CM-1: The network is monitored to detect potential cybersecurity events",DGM,dgm.csv,,423,"DE.AE-5: Incident alert thresholds are established
DE.CM-1: The network is monitored to detect potential cybersecurity events",DE,,
,Power loss due to lack of serial communication authentication,"Serial communications to substations over phone lines often lack authentication of field devices, such as RTUs. This might allow a threat agent to directly dial into modems attached to RTU equipment by war dialing city phone numbers or company phone extensions. Such techniques could allow a threat agent to send breaker trip commands to substation relays and disconnect feeders","V14A) Physical access to a serial port may enable logical access by unauthorized
entities to communications at substations",I14A) Loss of customer power,M14A) Authenticate users of serial communications using strong passwords,"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)",DGM,dgm.csv,,424,"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)",PR,,14.0
